ax,ay,az,gx,gy,gz,mx,my,mz
0.258587,-0.201123,-8.854209,-0.000011,-0.000242,0.000031,-32.154877,-7.552003,35.592930
0.244221,-0.181969,-8.830266,0.000123,-0.000509,0.000430,-32.154877,-7.552003,35.592930
0.244221,-0.181969,-8.830266,0.000123,-0.000509,0.000430,-32.154877,-7.552003,35.592930
0.234644,-0.196335,-8.820688,-0.000410,0.000423,-0.000236,-32.154877,-7.552003,35.592930
0.234644,-0.196335,-8.820688,-0.000410,0.000423,-0.000236,-32.154877,-7.552003,35.592930
0.225066,-0.186757,-8.844632,0.000389,0.000690,-0.000236,-30.904409,-6.293336,34.729023
0.225066,-0.186757,-8.844632,0.000389,0.000690,-0.000236,-30.904409,-6.293336,34.729023
0.225066,-0.196335,-8.839843,0.001055,0.000290,-0.000103,-30.904409,-6.293336,34.729023
0.229855,-0.191546,-8.839843,0.001454,0.000024,-0.000236,-30.904409,-6.293336,34.729023
0.229855,-0.191546,-8.839843,0.001454,0.000024,-0.000236,-30.904409,-6.293336,34.729023
0.234644,-0.191546,-8.844632,0.000123,0.000157,0.000297,-30.904409,-6.293336,34.729023
0.234644,-0.191546,-8.844632,0.000123,0.000157,0.000297,-30.904409,-6.293336,34.729023
0.234644,-0.186757,-8.830266,0.000123,0.000290,0.000563,-30.904409,-6.293336,34.729023
0.234644,-0.186757,-8.830266,0.000123,0.000290,0.000563,-30.904409,-6.293336,34.729023
0.229855,-0.181969,-8.830266,-0.000410,0.000024,0.000164,-30.904409,-6.293336,34.729023
0.229855,-0.181969,-8.830266,-0.000410,0.000024,0.000164,-30.904409,-6.293336,34.729023
0.229855,-0.196335,-8.825478,0.000522,-0.000109,0.000430,-30.189857,-8.091432,35.765713
0.229855,-0.196335,-8.825478,0.000522,-0.000109,0.000430,-30.189857,-8.091432,35.765713
0.229855,-0.186757,-8.839843,0.000389,0.000290,-0.000635,-30.189857,-8.091432,35.765713
0.234644,-0.191546,-8.811111,-0.000810,0.000157,0.000297,-30.189857,-8.091432,35.765713
0.234644,-0.191546,-8.811111,-0.000810,0.000157,0.000297,-30.189857,-8.091432,35.765713
0.220278,-0.186757,-8.830266,-0.000277,-0.000509,0.000297,-30.189857,-8.091432,35.765713
0.220278,-0.186757,-8.830266,-0.000277,-0.000509,0.000297,-30.189857,-8.091432,35.765713
0.229855,-0.191546,-8.844632,-0.000011,-0.000109,0.000297,-30.189857,-8.091432,35.765713
0.229855,-0.191546,-8.844632,-0.000011,-0.000109,0.000297,-30.189857,-8.091432,35.765713
0.239432,-0.186757,-8.815900,-0.000277,-0.000109,-0.000236,-30.189857,-8.091432,35.765713
0.239432,-0.186757,-8.815900,-0.000277,-0.000109,-0.000236,-30.189857,-8.091432,35.765713
0.225066,-0.186757,-8.830266,-0.000011,-0.000109,0.000297,-30.368494,-7.911623,35.592930
0.225066,-0.186757,-8.830266,-0.000011,-0.000109,0.000297,-30.368494,-7.911623,35.592930
0.249010,-0.191546,-8.854209,0.000655,0.000557,-0.001168,-30.368494,-7.911623,35.592930
0.249010,-0.191546,-8.854209,0.000655,0.000557,-0.001168,-30.368494,-7.911623,35.592930
0.225066,-0.181969,-8.839843,-0.000144,0.000423,-0.000103,-30.368494,-7.911623,35.592930
0.234644,-0.181969,-8.830266,-0.000011,-0.000109,-0.000502,-30.368494,-7.911623,35.592930
0.234644,-0.181969,-8.830266,-0.000011,-0.000109,-0.000502,-30.368494,-7.911623,35.592930
0.239432,-0.177180,-8.844632,-0.000943,0.000157,-0.000369,-30.368494,-7.911623,35.592930
0.239432,-0.177180,-8.844632,-0.000943,0.000157,-0.000369,-30.368494,-7.911623,35.592930
0.234644,-0.191546,-8.835054,-0.000410,0.000423,-0.000901,-30.368494,-7.911623,35.592930
0.234644,-0.191546,-8.835054,-0.000410,0.000423,-0.000901,-30.368494,-7.911623,35.592930
0.225066,-0.205912,-8.820688,0.000123,0.000557,-0.000236,-30.368494,-7.911623,35.592930
0.225066,-0.205912,-8.820688,0.000123,0.000557,-0.000236,-30.368494,-7.911623,35.592930
0.234644,-0.177180,-8.839843,0.000256,0.000290,0.000430,-31.083048,-6.113526,36.284054
0.234644,-0.177180,-8.839843,0.000256,0.000290,0.000430,-31.083048,-6.113526,36.284054
0.220278,-0.186757,-8.839843,-0.000011,0.000423,-0.000103,-31.083048,-6.113526,36.284054
0.239432,-0.186757,-8.820688,0.001055,-0.000376,0.000297,-31.083048,-6.113526,36.284054
0.239432,-0.186757,-8.820688,0.001055,-0.000376,0.000297,-31.083048,-6.113526,36.284054
0.229855,-0.177180,-8.815900,0.000522,-0.000242,-0.000369,-31.083048,-6.113526,36.284054
0.229855,-0.177180,-8.815900,0.000522,-0.000242,-0.000369,-31.083048,-6.113526,36.284054
0.225066,-0.186757,-8.830266,0.000123,0.000290,-0.000103,-31.083048,-6.113526,36.284054
0.225066,-0.186757,-8.830266,0.000123,0.000290,-0.000103,-31.083048,-6.113526,36.284054
0.225066,-0.196335,-8.844632,0.000655,-0.000376,-0.001434,-31.083048,-6.113526,36.284054
0.225066,-0.196335,-8.844632,0.000655,-0.000376,-0.001434,-31.083048,-6.113526,36.284054
0.234644,-0.196335,-8.849421,0.000522,0.000956,-0.000236,-30.904409,-6.652955,35.765713
0.234644,-0.196335,-8.849421,0.000522,0.000956,-0.000236,-30.904409,-6.652955,35.765713
0.234644,-0.181969,-8.835054,0.000522,0.000290,-0.000103,-30.904409,-6.652955,35.765713
0.234644,-0.181969,-8.835054,0.000522,0.000290,-0.000103,-30.904409,-6.652955,35.765713
0.234644,-0.186757,-8.825478,0.000123,0.000024,-0.000369,-30.904409,-6.652955,35.765713
0.239432,-0.191546,-8.830266,0.000123,-0.000242,-0.000236,-30.904409,-6.652955,35.765713
0.239432,-0.191546,-8.830266,0.000123,-0.000242,-0.000236,-30.904409,-6.652955,35.765713
0.229855,-0.201123,-8.820688,0.000655,0.000157,0.000696,-30.904409,-6.652955,35.765713
0.229855,-0.201123,-8.820688,0.000655,0.000157,0.000696,-30.904409,-6.652955,35.765713
0.234644,-0.196335,-8.844632,0.000389,-0.000242,-0.000103,-30.904409,-6.652955,35.765713
0.234644,-0.196335,-8.844632,0.000389,-0.000242,-0.000103,-30.904409,-6.652955,35.765713
0.215489,-0.186757,-8.844632,0.000389,0.000024,-0.000236,-29.832581,-7.372194,35.765713
0.215489,-0.186757,-8.844632,0.000389,0.000024,-0.000236,-29.832581,-7.372194,35.765713
0.225066,-0.186757,-8.844632,0.001055,0.000157,-0.000236,-29.832581,-7.372194,35.765713
0.225066,-0.186757,-8.844632,0.001055,0.000157,-0.000236,-29.832581,-7.372194,35.765713
0.239432,-0.191546,-8.854209,0.000256,0.001089,0.000696,-29.832581,-7.372194,35.765713
0.229855,-0.210700,-8.844632,-0.000810,0.000024,0.000830,-29.832581,-7.372194,35.765713
0.229855,-0.210700,-8.844632,-0.000810,0.000024,0.000830,-29.832581,-7.372194,35.765713
0.234644,-0.201123,-8.796745,-0.000410,0.000423,0.000563,-29.832581,-7.372194,35.765713
0.234644,-0.201123,-8.796745,-0.000410,0.000423,0.000563,-29.832581,-7.372194,35.765713
0.244221,-0.191546,-8.825478,0.000522,-0.000642,-0.000369,-29.832581,-7.372194,35.765713
0.244221,-0.191546,-8.825478,0.000522,-0.000642,-0.000369,-29.832581,-7.372194,35.765713
0.244221,-0.186757,-8.868575,0.000123,0.000423,-0.000103,-30.904409,-6.652955,35.074585
0.244221,-0.186757,-8.868575,0.000123,0.000423,-0.000103,-30.904409,-6.652955,35.074585
0.239432,-0.181969,-8.839843,-0.000543,0.000690,-0.000635,-30.904409,-6.652955,35.074585
0.239432,-0.181969,-8.839843,-0.000543,0.000690,-0.000635,-30.904409,-6.652955,35.074585
0.215489,-0.177180,-8.820688,0.000921,-0.000242,-0.000103,-30.904409,-6.652955,35.074585
0.215489,-0.177180,-8.820688,0.000921,-0.000242,-0.000103,-30.904409,-6.652955,35.074585
0.215489,-0.186757,-8.825478,0.001055,0.000690,-0.000901,-30.904409,-6.652955,35.074585
0.234644,-0.191546,-8.830266,0.000123,0.000290,0.000430,-30.904409,-6.652955,35.074585
0.234644,-0.191546,-8.830266,0.000123,0.000290,0.000430,-30.904409,-6.652955,35.074585
0.229855,-0.191546,-8.844632,0.000256,0.000157,0.000830,-30.904409,-6.652955,35.074585
0.229855,-0.191546,-8.844632,0.000256,0.000157,0.000830,-30.904409,-6.652955,35.074585
0.239432,-0.191546,-8.858997,0.000788,0.000290,0.000430,-30.725771,-7.552003,35.247368
0.239432,-0.191546,-8.858997,0.000788,0.000290,0.000430,-30.725771,-7.552003,35.247368
0.229855,-0.186757,-8.835054,0.000256,0.000024,-0.000236,-30.725771,-7.552003,35.247368
0.229855,-0.186757,-8.835054,0.000256,0.000024,-0.000236,-30.725771,-7.552003,35.247368
0.215489,-0.191546,-8.825478,0.000256,0.000157,0.000297,-30.725771,-7.552003,35.247368
0.215489,-0.191546,-8.825478,0.000256,0.000157,0.000297,-30.725771,-7.552003,35.247368
0.239432,-0.196335,-8.844632,0.001321,0.000557,-0.000502,-30.725771,-7.552003,35.247368
0.229855,-0.186757,-8.844632,0.000655,-0.000376,-0.000103,-30.725771,-7.552003,35.247368
0.229855,-0.186757,-8.844632,0.000655,-0.000376,-0.000103,-30.725771,-7.552003,35.247368
0.229855,-0.186757,-8.839843,0.000788,-0.000908,-0.000635,-30.725771,-7.552003,35.247368
0.229855,-0.186757,-8.839843,0.000788,-0.000908,-0.000635,-30.725771,-7.552003,35.247368
0.229855,-0.181969,-8.849421,0.001854,-0.000775,0.000297,-30.189857,-7.372194,36.111275
0.229855,-0.181969,-8.849421,0.001854,-0.000775,0.000297,-30.189857,-7.372194,36.111275
0.229855,-0.191546,-8.849421,0.001321,-0.000109,0.000430,-30.189857,-7.372194,36.111275
0.229855,-0.191546,-8.849421,0.001321,-0.000109,0.000430,-30.189857,-7.372194,36.111275
0.239432,-0.191546,-8.835054,0.000788,-0.000242,0.000563,-30.189857,-7.372194,36.111275
0.239432,-0.191546,-8.835054,0.000788,-0.000242,0.000563,-30.189857,-7.372194,36.111275
0.229855,-0.181969,-8.830266,0.000788,0.000024,0.000430,-30.189857,-7.372194,36.111275
0.229855,-0.181969,-8.830266,0.000788,0.000024,0.000430,-30.189857,-7.372194,36.111275
0.239432,-0.181969,-8.849421,0.000256,-0.000642,0.000164,-30.189857,-7.372194,36.111275
0.234644,-0.191546,-8.825478,0.000123,-0.000376,0.000164,-30.189857,-7.372194,36.111275
0.234644,-0.191546,-8.825478,0.000123,-0.000376,0.000164,-30.189857,-7.372194,36.111275
0.239432,-0.196335,-8.835054,-0.001209,0.000024,0.000430,-30.189857,-7.372194,36.111275
0.239432,-0.196335,-8.835054,-0.001209,0.000024,0.000430,-30.189857,-7.372194,36.111275
0.239432,-0.186757,-8.820688,-0.000543,-0.000109,0.000430,-30.725771,-7.911623,35.592930
0.239432,-0.186757,-8.820688,-0.000543,-0.000109,0.000430,-30.725771,-7.911623,35.592930
0.234644,-0.196335,-8.839843,0.000256,-0.000242,-0.000635,-30.725771,-7.911623,35.592930
0.234644,-0.196335,-8.839843,0.000256,-0.000242,-0.000635,-30.725771,-7.911623,35.592930
0.239432,-0.186757,-8.811111,0.000389,-0.000509,-0.000635,-30.725771,-7.911623,35.592930
0.239432,-0.186757,-8.811111,0.000389,-0.000509,-0.000635,-30.725771,-7.911623,35.592930
0.249010,-0.196335,-8.825478,0.000256,0.000157,0.000164,-30.725771,-7.911623,35.592930
0.229855,-0.191546,-8.839843,-0.000277,0.000024,-0.000502,-30.725771,-7.911623,35.592930
0.229855,-0.191546,-8.839843,-0.000277,0.000024,-0.000502,-30.725771,-7.911623,35.592930
0.229855,-0.186757,-8.868575,-0.000410,-0.001308,-0.000236,-30.725771,-7.911623,35.592930
0.229855,-0.186757,-8.868575,-0.000410,-0.001308,-0.000236,-30.725771,-7.911623,35.592930
0.225066,-0.201123,-8.849421,-0.000543,0.000423,-0.000103,-31.976238,-7.372194,36.456837
0.225066,-0.201123,-8.849421,-0.000543,0.000423,-0.000103,-31.976238,-7.372194,36.456837
0.229855,-0.167603,-8.863787,0.000655,-0.000242,0.000031,-31.976238,-7.372194,36.456837
0.229855,-0.167603,-8.863787,0.000655,-0.000242,0.000031,-31.976238,-7.372194,36.456837
0.225066,-0.191546,-8.835054,0.001055,0.001356,0.000297,-31.976238,-7.372194,36.456837
0.225066,-0.191546,-8.835054,0.001055,0.001356,0.000297,-31.976238,-7.372194,36.456837
0.229855,-0.186757,-8.825478,0.000522,0.000157,0.000031,-31.976238,-7.372194,36.456837
0.229855,-0.186757,-8.825478,0.000522,0.000157,0.000031,-31.976238,-7.372194,36.456837
0.225066,-0.181969,-8.835054,0.000788,0.000024,0.000297,-31.976238,-7.372194,36.456837
0.234644,-0.186757,-8.863787,0.001321,0.000956,-0.000502,-31.976238,-7.372194,36.456837
0.234644,-0.186757,-8.863787,0.001321,0.000956,-0.000502,-31.976238,-7.372194,36.456837
0.234644,-0.177180,-8.844632,0.000389,0.000690,0.000031,-30.189857,-6.652955,36.802399
0.234644,-0.177180,-8.844632,0.000389,0.000690,0.000031,-30.189857,-6.652955,36.802399
0.225066,-0.186757,-8.863787,0.001055,0.000557,0.000164,-30.189857,-6.652955,36.802399
0.225066,-0.186757,-8.863787,0.001055,0.000557,0.000164,-30.189857,-6.652955,36.802399
0.234644,-0.172391,-8.825478,0.000123,-0.000242,-0.000901,-30.189857,-6.652955,36.802399
0.234644,-0.172391,-8.825478,0.000123,-0.000242,-0.000901,-30.189857,-6.652955,36.802399
0.258587,-0.186757,-8.825478,0.000921,0.000423,0.000563,-30.189857,-6.652955,36.802399
0.258587,-0.186757,-8.825478,0.000921,0.000423,0.000563,-30.189857,-6.652955,36.802399
0.225066,-0.201123,-8.830266,0.000921,-0.000509,0.000297,-30.189857,-6.652955,36.802399
0.239432,-0.196335,-8.844632,0.001188,-0.000376,0.000031,-30.189857,-6.652955,36.802399
0.239432,-0.196335,-8.844632,0.001188,-0.000376,0.000031,-30.189857,-6.652955,36.802399
0.239432,-0.186757,-8.825478,0.001188,-0.001041,-0.001168,-31.261686,-7.731813,37.147961
0.239432,-0.186757,-8.825478,0.001188,-0.001041,-0.001168,-31.261686,-7.731813,37.147961
0.239432,-0.177180,-8.825478,-0.000277,0.001356,-0.000901,-31.261686,-7.731813,37.147961
0.239432,-0.177180,-8.825478,-0.000277,0.001356,-0.000901,-31.261686,-7.731813,37.147961
0.225066,-0.172391,-8.849421,0.000123,0.000423,-0.000635,-31.261686,-7.731813,37.147961
0.225066,-0.172391,-8.849421,0.000123,0.000423,-0.000635,-31.261686,-7.731813,37.147961
0.229855,-0.177180,-8.849421,0.000123,-0.000509,-0.000768,-31.261686,-7.731813,37.147961
0.229855,-0.177180,-8.849421,0.000123,-0.000509,-0.000768,-31.261686,-7.731813,37.147961
0.229855,-0.191546,-8.839843,-0.000011,0.000423,0.001096,-31.261686,-7.731813,37.147961
0.229855,-0.191546,-8.839843,-0.000011,0.000423,0.001096,-31.261686,-7.731813,37.147961
0.234644,-0.181969,-8.839843,0.000522,-0.000509,-0.000236,-31.261686,-7.731813,37.147961
0.239432,-0.181969,-8.839843,0.000256,-0.000509,-0.000236,-31.083048,-6.832765,36.284054
0.239432,-0.181969,-8.839843,0.000256,-0.000509,-0.000236,-31.083048,-6.832765,36.284054
0.229855,-0.191546,-8.854209,0.000256,-0.000376,0.000563,-31.083048,-6.832765,36.284054
0.229855,-0.191546,-8.854209,0.000256,-0.000376,0.000563,-31.083048,-6.832765,36.284054
0.239432,-0.181969,-8.839843,-0.000277,-0.000376,0.000031,-31.083048,-6.832765,36.284054
0.239432,-0.181969,-8.839843,-0.000277,-0.000376,0.000031,-31.083048,-6.832765,36.284054
0.239432,-0.191546,-8.839843,0.000655,-0.000775,-0.000236,-31.083048,-6.832765,36.284054
0.239432,-0.191546,-8.839843,0.000655,-0.000775,-0.000236,-31.083048,-6.832765,36.284054
0.220278,-0.196335,-8.830266,0.000522,-0.000509,0.000696,-31.083048,-6.832765,36.284054
0.220278,-0.196335,-8.830266,0.000522,-0.000509,0.000696,-31.083048,-6.832765,36.284054
0.225066,-0.196335,-8.820688,-0.000144,0.000290,0.001096,-31.083048,-6.832765,36.284054
0.239432,-0.191546,-8.844632,0.000921,0.000024,-0.000103,-29.296665,-7.552003,35.938492
0.239432,-0.191546,-8.844632,0.000921,0.000024,-0.000103,-29.296665,-7.552003,35.938492
0.225066,-0.191546,-8.839843,0.001587,0.000024,-0.000236,-29.296665,-7.552003,35.938492
0.225066,-0.191546,-8.839843,0.001587,0.000024,-0.000236,-29.296665,-7.552003,35.938492
0.244221,-0.196335,-8.830266,0.001720,-0.000376,0.000430,-29.296665,-7.552003,35.938492
0.244221,-0.196335,-8.830266,0.001720,-0.000376,0.000430,-29.296665,-7.552003,35.938492
0.249010,-0.186757,-8.849421,0.000788,-0.000242,0.000164,-29.296665,-7.552003,35.938492
0.249010,-0.186757,-8.849421,0.000788,-0.000242,0.000164,-29.296665,-7.552003,35.938492
0.234644,-0.196335,-8.849421,0.000256,-0.000242,-0.000236,-29.296665,-7.552003,35.938492
0.234644,-0.196335,-8.849421,0.000256,-0.000242,-0.000236,-29.296665,-7.552003,35.938492
0.244221,-0.191546,-8.839843,0.000256,0.000290,-0.000103,-29.296665,-7.552003,35.938492
0.244221,-0.191546,-8.839843,0.000256,0.000290,-0.000103,-29.296665,-7.552003,35.938492
0.229855,-0.177180,-8.839843,0.001188,0.000157,-0.000103,-29.296665,-7.552003,35.938492
0.239432,-0.191546,-8.854209,0.001188,0.000823,-0.000369,-30.547132,-8.091432,36.802399
0.239432,-0.191546,-8.854209,0.001188,0.000823,-0.000369,-30.547132,-8.091432,36.802399
0.229855,-0.181969,-8.839843,0.000655,-0.000509,-0.000768,-30.547132,-8.091432,36.802399
0.229855,-0.181969,-8.839843,0.000655,-0.000509,-0.000768,-30.547132,-8.091432,36.802399
0.229855,-0.196335,-8.811111,0.000256,-0.000109,-0.000768,-30.547132,-8.091432,36.802399
0.229855,-0.196335,-8.811111,0.000256,-0.000109,-0.000768,-30.547132,-8.091432,36.802399
0.210700,-0.186757,-8.811111,0.000123,0.000557,-0.000103,-30.547132,-8.091432,36.802399
0.210700,-0.186757,-8.811111,0.000123,0.000557,-0.000103,-30.547132,-8.091432,36.802399
0.229855,-0.186757,-8.839843,0.000256,0.000290,0.000164,-30.547132,-8.091432,36.802399
0.229855,-0.186757,-8.839843,0.000256,0.000290,0.000164,-30.547132,-8.091432,36.802399
0.239432,-0.201123,-8.849421,0.001055,0.000290,0.000031,-30.547132,-8.091432,36.802399
0.244221,-0.201123,-8.839843,0.000389,0.000956,-0.000369,-30.368494,-6.832765,37.666306
0.244221,-0.201123,-8.839843,0.000389,0.000956,-0.000369,-30.368494,-6.832765,37.666306
0.234644,-0.186757,-8.844632,0.001055,0.000956,0.001096,-30.368494,-6.832765,37.666306
0.234644,-0.186757,-8.844632,0.001055,0.000956,0.001096,-30.368494,-6.832765,37.666306
0.244221,-0.186757,-8.844632,0.000655,-0.000775,0.000031,-30.368494,-6.832765,37.666306
0.244221,-0.186757,-8.844632,0.000655,-0.000775,0.000031,-30.368494,-6.832765,37.666306
0.229855,-0.191546,-8.849421,0.000921,0.000157,0.000164,-30.368494,-6.832765,37.666306
0.229855,-0.191546,-8.849421,0.000921,0.000157,0.000164,-30.368494,-6.832765,37.666306
0.225066,-0.201123,-8.820688,0.000788,0.000290,0.000696,-30.368494,-6.832765,37.666306
0.225066,-0.201123,-8.820688,0.000788,0.000290,0.000696,-30.368494,-6.832765,37.666306
0.225066,-0.191546,-8.830266,0.000522,0.000024,-0.000103,-30.368494,-6.832765,37.666306
0.225066,-0.191546,-8.830266,0.000522,0.000024,-0.000103,-30.368494,-6.832765,37.666306
0.225066,-0.191546,-8.839843,0.000123,-0.000242,0.000297,-30.189857,-7.012574,35.420151
0.229855,-0.186757,-8.858997,0.001055,0.000290,-0.000236,-30.189857,-7.012574,35.420151
0.229855,-0.186757,-8.858997,0.001055,0.000290,-0.000236,-30.189857,-7.012574,35.420151
0.229855,-0.196335,-8.854209,0.000655,0.000690,0.000696,-30.189857,-7.012574,35.420151
0.229855,-0.196335,-8.854209,0.000655,0.000690,0.000696,-30.189857,-7.012574,35.420151
0.210700,-0.196335,-8.820688,-0.000011,-0.000509,0.000031,-30.189857,-7.012574,35.420151
0.210700,-0.196335,-8.820688,-0.000011,-0.000509,0.000031,-30.189857,-7.012574,35.420151
0.239432,-0.191546,-8.844632,0.000389,0.000157,-0.000369,-30.189857,-7.012574,35.420151
0.239432,-0.191546,-8.844632,0.000389,0.000157,-0.000369,-30.189857,-7.012574,35.420151
0.234644,-0.181969,-8.825478,0.000655,-0.000642,0.000563,-30.189857,-7.012574,35.420151
0.234644,-0.181969,-8.825478,0.000655,-0.000642,0.000563,-30.189857,-7.012574,35.420151
0.225066,-0.186757,-8.863787,0.000655,-0.000242,0.000297,-29.118027,-8.091432,34.729023
0.220278,-0.181969,-8.835054,0.000788,-0.000109,0.000830,-29.118027,-8.091432,34.729023
0.220278,-0.181969,-8.835054,0.000788,-0.000109,0.000830,-29.118027,-8.091432,34.729023
0.234644,-0.201123,-8.825478,0.000655,-0.000376,0.000563,-29.118027,-8.091432,34.729023
0.234644,-0.201123,-8.825478,0.000655,-0.000376,0.000563,-29.118027,-8.091432,34.729023
0.225066,-0.196335,-8.863787,-0.000011,0.000290,-0.000103,-29.118027,-8.091432,34.729023
0.225066,-0.196335,-8.863787,-0.000011,0.000290,-0.000103,-29.118027,-8.091432,34.729023
0.225066,-0.191546,-8.830266,-0.000810,0.000690,-0.000502,-29.118027,-8.091432,34.729023
0.225066,-0.191546,-8.830266,-0.000810,0.000690,-0.000502,-29.118027,-8.091432,34.729023
0.234644,-0.186757,-8.844632,0.000389,-0.000509,-0.000768,-29.118027,-8.091432,34.729023
0.234644,-0.186757,-8.844632,0.000389,-0.000509,-0.000768,-29.118027,-8.091432,34.729023
0.239432,-0.186757,-8.839843,0.000123,-0.001174,-0.000635,-30.011219,-7.552003,36.629616
0.239432,-0.186757,-8.839843,0.000123,-0.001174,-0.000635,-30.011219,-7.552003,36.629616
0.234644,-0.191546,-8.839843,-0.000676,0.000557,0.000164,-30.011219,-7.552003,36.629616
0.244221,-0.196335,-8.854209,-0.000144,-0.000376,0.000031,-30.011219,-7.552003,36.629616
0.244221,-0.196335,-8.854209,-0.000144,-0.000376,0.000031,-30.011219,-7.552003,36.629616
0.234644,-0.186757,-8.858997,0.000123,-0.000242,-0.000635,-30.011219,-7.552003,36.629616
0.234644,-0.186757,-8.858997,0.000123,-0.000242,-0.000635,-30.011219,-7.552003,36.629616
0.229855,-0.186757,-8.830266,0.000123,-0.000242,-0.000502,-30.011219,-7.552003,36.629616
0.229855,-0.186757,-8.830266,0.000123,-0.000242,-0.000502,-30.011219,-7.552003,36.629616
0.220278,-0.186757,-8.835054,0.000788,-0.000242,-0.000901,-30.011219,-7.552003,36.629616
0.220278,-0.186757,-8.835054,0.000788,-0.000242,-0.000901,-30.011219,-7.552003,36.629616
0.229855,-0.191546,-8.849421,0.000389,0.000024,-0.000236,-32.333515,-8.091432,36.802399
0.229855,-0.191546,-8.849421,0.000389,0.000024,-0.000236,-32.333515,-8.091432,36.802399
